customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,daily.account,Qtd.Servicos,total_servicos
0017-DINOC,False,Male,False,False,False,54,False,False,DSL,True,False,False,True,True,False,Two year,False,Credit card (automatic),45.2,2460.55,1.518858024691358,3,3
0017-IUDMW,False,Female,False,True,True,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Credit card (automatic),116.8,8456.75,3.915162037037037,8,8
0018-NYROU,False,Female,False,True,False,5,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,68.95,351.5,2.3433333333333333,1,1
0019-EFAEP,False,Female,False,False,False,72,True,True,Fiber optic,True,True,True,False,True,False,Two year,True,Bank transfer (automatic),101.3,7261.25,3.361689814814815,6,6
0019-GFNTW,False,Female,False,False,False,56,False,False,DSL,True,True,True,True,False,False,Two year,False,Bank transfer (automatic),45.05,2560.1,1.5238690476190475,4,4
0020-INWCK,False,Female,False,True,True,71,True,True,Fiber optic,False,True,True,False,False,True,Two year,True,Credit card (automatic),95.75,6849.4,3.215680751173709,5,5
0020-JDNXP,False,Female,False,True,True,34,False,False,DSL,True,False,True,True,True,True,One year,False,Mailed check,61.25,1993.2,1.9541176470588235,5,5
0021-IKXGC,False,Female,True,False,False,1,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,72.1,72.1,2.4033333333333333,2,2
0022-TCJCI,True,Male,True,False,False,45,True,False,DSL,True,False,True,False,False,True,One year,False,Credit card (automatic),62.7,2791.5,2.0677777777777777,4,4
0023-HGHWL,True,Male,True,False,False,1,False,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,25.1,25.1,0.8366666666666667,0,0
0023-UYUPN,False,Female,True,True,False,50,True,True,No,False,False,False,False,False,False,One year,False,Electronic check,25.2,1306.3,0.8708666666666667,2,2
0023-XUOPT,True,Female,False,True,False,13,True,True,Fiber optic,False,True,True,False,True,False,Month-to-month,False,Electronic check,94.1,1215.6,3.1169230769230767,5,5
0027-KWYKW,False,Female,False,True,True,23,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,83.75,1849.95,2.6810869565217392,3,3
0030-FNXPP,False,Female,False,False,False,3,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.85,57.2,0.6355555555555555,1,1
0031-PVLZI,True,Female,False,True,True,4,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,20.35,76.35,0.63625,1,1
0032-PGELS,True,Female,False,True,True,1,False,False,DSL,True,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),30.5,30.5,1.0166666666666666,1,1
0036-IHMOT,False,Female,False,True,True,55,True,False,Fiber optic,False,True,True,True,True,True,One year,True,Bank transfer (automatic),103.7,5656.75,3.4283333333333332,6,6
0040-HALCW,False,Male,False,True,True,54,True,False,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),20.4,1090.6,0.6732098765432099,1,1
0042-JVWOJ,False,Male,False,False,False,26,True,False,No,False,False,False,False,False,False,One year,True,Bank transfer (automatic),19.6,471.85,0.6049358974358975,1,1
0042-RLHYP,False,Female,False,True,True,69,True,False,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),19.7,1396.9,0.6748309178743962,1,1
0047-ZHDTW,False,Female,False,False,False,11,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),79.0,929.3,2.816060606060606,3,3
0048-LUMLS,False,Male,False,True,True,37,True,False,Fiber optic,False,False,False,False,True,True,One year,False,Credit card (automatic),91.2,3247.55,2.925720720720721,3,3
0048-PIHNL,False,Female,False,True,False,49,True,False,No,False,False,False,False,False,False,One year,False,Bank transfer (automatic),20.45,900.9,0.6128571428571429,1,1
0052-DCKON,False,Male,False,True,False,66,True,True,Fiber optic,True,True,True,True,True,True,One year,False,Bank transfer (automatic),115.8,7942.15,4.011186868686869,8,8
0052-YNYOT,False,Female,False,False,False,67,True,False,No,False,False,False,False,False,False,One year,False,Electronic check,20.55,1343.4,0.6683582089552239,1,1
0056-EPFBG,False,Male,False,True,True,20,False,False,DSL,True,False,True,True,False,False,Two year,True,Credit card (automatic),39.4,825.4,1.3756666666666666,3,3
0057-QBUQH,False,Female,False,False,True,43,True,True,No,False,False,False,False,False,False,Two year,True,Electronic check,25.1,1070.15,0.8295736434108528,2,2
0058-EVZWM,False,Female,False,True,False,55,True,True,Fiber optic,True,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),89.8,4959.6,3.005818181818182,4,4
0060-FUALY,False,Female,False,True,False,59,True,True,Fiber optic,True,True,False,False,True,False,Month-to-month,True,Electronic check,94.75,5597.65,3.1625141242937853,5,5
0064-SUDOG,False,Female,False,True,True,12,True,False,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),20.3,224.5,0.6236111111111111,1,1
0064-YIJGF,False,Male,False,True,True,27,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),75.75,1929.0,2.3814814814814813,2,2
0067-DKWBL,True,Male,True,False,False,2,True,False,DSL,True,False,False,False,False,False,Month-to-month,True,Electronic check,49.25,91.1,1.5183333333333333,2,2
0068-FIGTF,False,Female,False,False,False,27,True,False,DSL,False,True,True,True,True,True,One year,False,Mailed check,78.2,2078.95,2.5666049382716047,6,6
0071-NDAFP,False,Male,False,True,True,25,True,True,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),25.5,630.6,0.8408,2,2
0074-HDKDG,False,Male,False,True,True,25,True,False,DSL,True,True,True,False,False,False,One year,True,Bank transfer (automatic),61.6,1611.0,2.148,4,4
0076-LVEPS,False,Male,False,False,True,29,False,False,DSL,True,True,True,True,False,False,Month-to-month,True,Mailed check,45.0,1242.45,1.428103448275862,4,4
0078-XZMHT,False,Male,False,True,False,72,True,True,DSL,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),85.15,6316.2,2.924166666666667,7,7
0080-EMYVY,False,Female,False,False,False,14,True,False,DSL,False,True,False,False,False,False,One year,False,Credit card (automatic),51.45,727.85,1.7329761904761904,2,2
0080-OROZO,False,Female,False,False,False,35,True,False,Fiber optic,False,False,True,True,True,True,One year,True,Electronic check,99.25,3532.0,3.363809523809524,5,5
0082-LDZUE,False,Male,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,44.3,44.3,1.4766666666666666,1,1
0082-OQIQY,False,Male,False,False,False,29,True,False,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Electronic check,94.2,2607.6,2.9972413793103447,4,4
0083-PIVIK,False,Male,False,False,False,64,True,True,DSL,True,True,True,True,True,False,One year,False,Electronic check,81.25,5567.55,2.899765625,7,7
0089-IIQKO,False,Female,False,True,True,39,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Credit card (automatic),99.95,3767.4,3.22,5,5
0093-EXYQL,False,Female,True,False,False,40,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,91.55,3673.6,3.0613333333333332,3,3
0093-XWZFY,True,Male,False,False,False,40,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Credit card (automatic),104.5,4036.85,3.3640416666666666,6,6
0094-OIFMO,True,Female,True,False,False,11,True,False,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,95.0,1120.3,3.3948484848484846,4,4
0096-BXERS,False,Female,False,True,False,6,True,True,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,50.35,314.55,1.7475,2,2
0096-FCPUF,False,Male,False,False,False,30,True,True,DSL,True,False,False,False,False,True,Month-to-month,True,Mailed check,64.5,1888.45,2.0982777777777777,4,4
0098-BOWSO,False,Male,False,False,False,27,True,False,No,False,False,False,False,False,False,Month-to-month,True,Electronic check,19.4,529.8,0.654074074074074,1,1
0100-DUVFC,False,Male,True,True,False,70,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Electronic check,104.8,7308.95,3.480452380952381,6,6
0103-CSITQ,False,Female,False,True,False,57,True,True,Fiber optic,False,True,True,True,True,True,One year,True,Bank transfer (automatic),109.4,6252.7,3.656549707602339,7,7
0104-PPXDV,False,Male,False,True,False,58,True,False,DSL,False,False,True,False,False,False,One year,False,Credit card (automatic),50.3,2878.55,1.6543390804597702,2,2
0106-GHRQR,False,Male,False,False,False,16,True,True,DSL,False,True,True,False,False,True,Month-to-month,True,Bank transfer (automatic),71.4,1212.1,2.525208333333333,5,5
0106-UGRDO,False,Female,False,True,False,69,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Electronic check,116.0,8182.85,3.953067632850242,8,8
0107-WESLM,True,Male,False,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,True,Electronic check,19.85,19.85,0.6616666666666667,1,1
0107-YHINA,True,Male,False,False,True,1,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,99.75,99.75,3.325,5,5
0111-KLBQG,False,Male,True,True,True,32,True,False,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Mailed check,93.95,2861.45,2.980677083333333,4,4
0112-QAWRZ,False,Male,False,True,True,16,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Bank transfer (automatic),90.8,1442.2,3.0045833333333336,4,4
0112-QWPNC,True,Male,False,True,False,49,True,True,DSL,True,False,True,True,True,True,One year,False,Electronic check,84.35,4059.35,2.7614625850340135,7,7
0114-IGABW,False,Female,False,True,False,71,False,False,DSL,False,True,True,True,True,True,Two year,False,Bank transfer (automatic),58.25,4145.9,1.946431924882629,5,5
0114-PEGZZ,False,Female,False,False,False,33,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,False,Electronic check,107.55,3645.5,3.6823232323232324,6,6
0114-RSRRW,False,Female,False,True,False,10,True,False,No,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),19.95,187.75,0.6258333333333334,1,1
0115-TFERT,True,Male,False,True,False,21,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Electronic check,111.2,2317.1,3.677936507936508,7,7
0117-LFRMW,True,Male,False,True,True,37,False,False,DSL,True,True,True,False,False,False,Month-to-month,False,Bank transfer (automatic),40.2,1448.8,1.3052252252252252,3,3
0118-JPNOY,False,Female,True,False,False,26,True,False,Fiber optic,True,False,False,False,True,False,Month-to-month,True,Credit card (automatic),85.8,2193.65,2.812371794871795,3,3
0120-YZLQA,False,Male,False,False,False,71,True,False,No,False,False,False,False,False,False,Two year,True,Credit card (automatic),19.9,1355.1,0.6361971830985915,1,1
0121-SNYRK,False,Male,False,False,False,50,False,False,DSL,True,False,False,True,False,False,One year,True,Mailed check,35.4,1748.9,1.1659333333333335,2,2
0122-OAHPZ,True,Female,False,False,False,7,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,73.85,511.25,2.4345238095238093,2,2
0123-CRBRT,False,Female,False,True,True,61,True,True,DSL,True,True,True,True,True,True,Two year,False,Mailed check,88.1,5526.75,3.0200819672131147,8,8
0125-LZQXK,True,Male,False,False,False,15,True,False,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Electronic check,101.35,1553.95,3.453222222222222,5,5
0128-MKWSG,False,Female,False,False,True,26,False,False,DSL,True,False,False,True,False,True,Month-to-month,False,Mailed check,45.8,1147.0,1.4705128205128206,3,3
0129-KPTWJ,False,Male,False,True,False,72,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,94.65,6747.35,3.1237731481481483,4,4
0129-QMPDR,False,Male,False,True,True,44,True,False,No,False,False,False,False,False,False,One year,True,Bank transfer (automatic),20.5,865.05,0.655340909090909,1,1
0130-SXOUN,False,Male,False,False,False,66,True,True,Fiber optic,False,True,False,False,False,True,Month-to-month,False,Credit card (automatic),89.4,5976.9,3.0186363636363636,4,4
0133-BMFZO,True,Female,False,False,False,2,True,False,Fiber optic,True,True,False,True,False,False,Month-to-month,True,Electronic check,86.25,181.65,3.0275000000000003,4,4
0134-XWXCE,False,Female,True,False,False,44,True,False,DSL,False,False,True,True,True,True,One year,False,Bank transfer (automatic),74.85,3268.05,2.475795454545455,5,5
0135-NMXAP,True,Female,False,False,False,12,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Bank transfer (automatic),89.75,1052.4,2.923333333333334,4,4
0136-IFMYD,False,Male,True,True,False,69,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Electronic check,109.95,7634.25,3.6880434782608695,7,7
0137-OCGAB,True,Female,False,False,False,1,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Mailed check,80.2,80.2,2.6733333333333333,3,3
0137-UDEUO,True,Female,False,False,False,3,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.85,63.75,0.7083333333333334,1,1
0139-IVFJG,False,Female,False,True,False,2,True,False,Fiber optic,True,True,False,False,True,False,Month-to-month,False,Electronic check,90.35,190.5,3.175,4,4
0141-YEAYS,False,Female,True,False,False,27,True,True,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Bank transfer (automatic),86.45,2401.05,2.9642592592592596,4,4
0142-GVYSN,False,Male,False,False,False,26,True,False,No,False,False,False,False,False,False,Month-to-month,True,Electronic check,20.3,511.25,0.655448717948718,1,1
0147-ESWWR,False,Female,True,True,False,39,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Electronic check,101.25,3949.15,3.3753418803418804,5,5
0148-DCDOS,True,Male,False,False,False,25,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Bank transfer (automatic),94.7,2362.1,3.1494666666666666,4,4
0151-ONTOV,True,Female,False,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Mailed check,70.9,70.9,2.3633333333333337,1,1
0154-QYHJU,False,Male,False,False,False,29,True,False,DSL,True,True,False,True,False,False,One year,True,Electronic check,58.75,1696.2,1.9496551724137932,4,4
0156-FVPTA,True,Male,False,True,False,22,True,False,DSL,True,False,False,True,False,False,Month-to-month,True,Electronic check,54.2,1152.7,1.7465151515151516,3,3
0162-RZGMZ,False,Female,True,False,False,5,True,False,DSL,True,True,False,True,False,False,Month-to-month,False,Credit card (automatic),59.9,287.85,1.9190000000000003,4,4
0164-APGRB,False,Female,False,False,False,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Electronic check,114.9,8496.7,3.9336574074074075,8,8
0164-XAIRP,False,Female,False,False,False,24,True,False,No,False,False,False,False,False,False,Two year,True,Bank transfer (automatic),19.55,470.2,0.6530555555555555,1,1
0168-XZKBB,False,Female,False,True,False,19,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,86.85,1564.4,2.744561403508772,3,3
0174-QRVVY,False,Male,False,True,True,71,True,True,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),25.35,1847.55,0.8673943661971831,2,2
0177-PXBAT,False,Male,True,True,False,33,True,True,Fiber optic,True,False,True,True,True,True,Month-to-month,True,Bank transfer (automatic),109.9,3694.7,3.732020202020202,7,7
0178-CIIKR,False,Female,False,False,False,3,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.95,58.0,0.6444444444444445,1,1
0178-SZBHO,False,Male,False,True,True,47,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,False,Electronic check,87.2,4017.45,2.849255319148936,4,4
0181-RITDD,False,Male,False,True,True,62,True,False,Fiber optic,True,True,True,True,True,True,Two year,False,Mailed check,108.15,6825.65,3.6697043010752686,7,7
0186-CAERR,False,Male,False,False,False,71,True,True,Fiber optic,True,True,True,True,True,True,One year,True,Bank transfer (automatic),116.3,8309.55,3.901197183098591,8,8
0187-QSXOE,False,Male,True,True,False,7,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,89.0,605.45,2.883095238095238,3,3
0187-WZNAB,False,Female,False,True,True,27,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Mailed check,74.4,1972.35,2.435,2,2
0188-GWFLE,False,Male,False,False,False,2,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,20.05,33.7,0.5616666666666668,1,1
0191-EQUUH,False,Female,False,False,True,25,False,False,DSL,True,False,False,True,False,False,Two year,False,Bank transfer (automatic),35.05,844.45,1.1259333333333335,2,2
0191-ZHSKZ,False,Male,True,False,False,30,True,False,DSL,True,True,False,False,True,True,Month-to-month,True,Electronic check,74.75,2111.3,2.345888888888889,5,5
0193-ESZXP,True,Female,True,True,False,58,True,False,Fiber optic,True,True,False,True,True,True,One year,True,Credit card (automatic),105.5,6205.5,3.5663793103448276,6,6
0195-IESCP,True,Male,False,True,False,10,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,85.25,855.3,2.851,3,3
0196-JTUQI,False,Female,False,False,False,9,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),75.2,633.85,2.347592592592593,2,2
0196-VULGZ,True,Female,True,True,False,6,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,84.35,474.9,2.638333333333333,3,3
0197-PNKNK,False,Female,False,True,True,69,True,True,Fiber optic,True,False,True,False,False,False,One year,False,Bank transfer (automatic),84.45,5848.6,2.825410628019324,4,4
0201-MIBOL,False,Female,True,False,False,66,True,True,Fiber optic,True,False,False,False,True,True,Two year,True,Bank transfer (automatic),102.4,6471.85,3.2686111111111114,5,5
0201-OAMXR,True,Female,False,False,False,70,True,True,Fiber optic,True,True,True,True,True,True,One year,False,Credit card (automatic),115.55,8127.6,3.8702857142857146,8,8
0203-HHYIJ,True,Male,False,False,False,25,True,True,No,False,False,False,False,False,False,One year,False,Bank transfer (automatic),25.3,676.35,0.9018,2,2
0206-OYVOC,False,Female,False,True,True,46,True,False,No,False,False,False,False,False,False,Two year,True,Mailed check,19.25,864.2,0.626231884057971,1,1
0206-TBWLC,False,Female,False,True,False,54,True,True,Fiber optic,True,True,True,True,True,True,One year,True,Mailed check,114.65,6049.5,3.734259259259259,8,8
0207-MDKNV,True,Female,False,False,False,15,True,False,Fiber optic,True,False,True,True,True,True,Month-to-month,False,Electronic check,105.1,1582.75,3.5172222222222222,6,6
0208-BPQEJ,False,Female,False,True,True,12,True,False,No,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),19.4,198.1,0.5502777777777778,1,1
0212-ISBBF,False,Female,False,False,False,22,False,False,DSL,False,True,False,False,True,True,Month-to-month,True,Electronic check,50.35,1098.85,1.6649242424242423,3,3
0214-JHPFW,False,Female,False,True,False,70,False,False,DSL,False,True,True,True,True,True,Two year,False,Bank transfer (automatic),57.8,4039.3,1.9234761904761906,5,5
0215-BQKGS,False,Male,False,False,False,30,True,False,Fiber optic,True,True,True,False,False,False,Month-to-month,True,Credit card (automatic),84.3,2438.6,2.7095555555555553,4,4
0218-QNVAS,False,Male,False,True,True,71,True,True,Fiber optic,False,True,False,False,True,True,One year,False,Bank transfer (automatic),100.55,7113.75,3.339788732394366,5,5
0219-QAERP,False,Male,False,True,False,30,True,False,No,False,False,False,False,False,False,One year,False,Credit card (automatic),19.8,576.65,0.6407222222222222,1,1
0219-YTZUE,True,Male,False,True,True,4,True,True,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Bank transfer (automatic),84.8,371.9,3.0991666666666666,4,4
0220-EBGCE,True,Male,False,False,False,2,True,False,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Electronic check,85.85,167.3,2.7883333333333336,3,3
0221-NAUXK,False,Male,False,False,True,10,True,False,No,False,False,False,False,False,False,One year,True,Bank transfer (automatic),19.95,219.5,0.7316666666666667,1,1
0221-WMXNQ,False,Male,True,False,False,4,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Electronic check,75.35,273.4,2.2783333333333333,2,2
0222-CNVPT,False,Male,True,False,False,52,False,False,DSL,True,False,False,False,True,True,Month-to-month,True,Credit card (automatic),48.8,2555.05,1.6378525641025643,3,3
0224-HJAPT,True,Male,False,False,False,5,True,True,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,47.15,223.15,1.4876666666666667,2,2
0224-NIJLP,False,Male,False,True,True,8,True,False,No,False,False,False,False,False,False,Two year,False,Mailed check,20.15,165.5,0.6895833333333333,1,1
0224-RLWWD,False,Female,True,False,False,2,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,44.3,89.3,1.4883333333333333,1,1
0225-ZORZP,False,Male,False,False,False,3,True,False,Fiber optic,False,True,False,False,False,True,Month-to-month,False,Electronic check,84.3,235.05,2.611666666666667,3,3
0228-MAUWC,False,Male,False,False,False,19,True,True,DSL,False,False,True,True,False,False,Month-to-month,False,Electronic check,59.55,1144.6,2.008070175438596,4,4
0229-LFJAF,False,Male,False,False,False,72,True,True,DSL,True,True,True,True,False,False,Two year,False,Bank transfer (automatic),69.65,4908.25,2.272337962962963,6,6
0230-UBYPQ,False,Male,True,True,False,63,False,False,DSL,True,False,False,True,False,False,One year,False,Bank transfer (automatic),36.1,2298.9,1.2163492063492063,2,2
0230-WEQUW,False,Male,False,True,False,66,False,False,DSL,True,True,True,True,True,False,Two year,True,Bank transfer (automatic),56.6,3789.2,1.9137373737373737,5,5
0231-LXVAP,True,Male,False,False,False,1,True,False,Fiber optic,False,False,False,True,False,False,Month-to-month,True,Electronic check,75.9,75.9,2.5300000000000002,2,2
0233-FTHAV,False,Female,False,False,False,60,True,True,Fiber optic,False,False,True,False,False,False,One year,True,Bank transfer (automatic),79.2,4765.0,2.647222222222222,3,3
0234-TEVTT,False,Female,False,True,True,48,False,False,DSL,True,False,True,False,False,True,One year,False,Credit card (automatic),45.0,2196.3,1.5252083333333335,3,3
0235-KGSLC,True,Female,False,False,False,1,True,False,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Credit card (automatic),85.55,85.55,2.8516666666666666,3,3
0236-HFWSV,True,Male,False,False,False,15,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,93.35,1444.65,3.2103333333333337,4,4
0237-YFUTL,False,Female,False,True,False,50,True,True,Fiber optic,True,True,False,True,True,True,Month-to-month,True,Bank transfer (automatic),109.65,5405.8,3.6038666666666668,7,7
0238-WHBIQ,False,Male,False,True,True,72,True,True,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),89.7,6339.3,2.934861111111111,8,8
0239-OXEXL,False,Female,False,False,False,46,True,True,Fiber optic,True,True,False,False,False,False,Month-to-month,False,Mailed check,84.25,3847.6,2.7881159420289854,4,4
0244-LGNFY,False,Female,False,True,True,72,True,True,DSL,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),92.65,6733.0,3.1171296296296296,8,8
0247-SLUJI,False,Male,False,True,True,1,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.7,19.7,0.6566666666666666,1,1
0248-IPDFW,False,Female,False,False,False,1,True,True,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,50.1,50.1,1.6700000000000002,2,2
0248-PGHBZ,False,Female,True,False,False,67,True,False,Fiber optic,True,True,False,True,True,False,Two year,True,Bank transfer (automatic),92.45,6140.85,3.0551492537313436,5,5
0253-ZTEOB,False,Female,False,True,True,48,True,True,DSL,False,True,False,True,True,True,Two year,False,Electronic check,79.65,3870.3,2.6877083333333336,6,6
0254-FNMCI,False,Female,False,False,False,72,True,False,Fiber optic,True,True,True,True,True,True,Two year,True,Electronic check,109.9,7624.2,3.529722222222222,7,7
0254-KCJGT,False,Male,False,True,False,52,True,True,DSL,True,True,True,True,False,True,One year,True,Credit card (automatic),81.4,4354.45,2.7913141025641024,7,7
0254-WWRKD,False,Female,False,True,True,67,True,False,DSL,False,True,False,False,False,False,One year,False,Credit card (automatic),50.55,3431.75,1.7073383084577114,2,2
0256-LTHVJ,True,Female,False,True,True,28,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,81.05,2227.1,2.6513095238095237,2,2
0257-KXZGU,False,Female,False,True,True,32,True,True,DSL,False,True,True,False,False,False,Month-to-month,False,Bank transfer (automatic),62.45,2045.55,2.13078125,4,4
0257-ZESQC,True,Female,True,True,False,27,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),75.2,1929.35,2.3819135802469136,2,2
0258-NOKBL,False,Male,False,False,False,3,True,False,Fiber optic,False,True,True,False,False,True,Month-to-month,False,Electronic check,90.4,268.45,2.9827777777777778,4,4
0259-GBZSH,True,Male,False,False,False,2,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,85.65,181.5,3.025,3,3
0260-ZDLGK,True,Female,False,False,True,9,True,False,DSL,False,False,True,True,True,True,Month-to-month,True,Mailed check,72.9,651.4,2.4125925925925924,5,5
0263-FJTQO,False,Male,False,True,True,50,True,True,DSL,True,False,False,True,True,False,Two year,True,Credit card (automatic),70.5,3486.65,2.3244333333333334,5,5
0264-CNITK,False,Female,False,True,True,71,True,False,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),20.1,1389.6,0.652394366197183,1,1
0265-EDXBD,True,Male,True,True,False,32,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.9,2303.35,2.3993229166666667,2,2
0265-PSUAE,False,Female,False,True,True,16,True,False,Fiber optic,True,False,True,False,True,True,Month-to-month,False,Bank transfer (automatic),100.7,1522.7,3.1722916666666667,5,5
0266-CLZKZ,False,Female,False,True,True,67,True,True,Fiber optic,False,False,True,True,True,True,Two year,True,Bank transfer (automatic),105.65,6717.9,3.342238805970149,6,6
0266-GMEAO,False,Male,False,True,True,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Credit card (automatic),114.3,8058.55,3.7308101851851854,8,8
